"Subject" "activityName" "measurement" "value"
"3677" 22 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.0500708760555556
"3678" 29 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.0822244074666667
"3679" 7 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.116894769042766
"3680" 16 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.0835380057
"3681" 25 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.0980750249310345
"3682" 3 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.123826738353061
"3683" 23 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.0953602497222222
"3684" 21 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.148610020955556
"3685" 19 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.163962510807692
"3686" 17 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.0162878745776087
"3687" 26 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.082221399603
"3688" 18 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.0987471683127273
"3689" 27 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.152695027609091
"3690" 20 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.103900480541333
"3691" 11 "SITTING" "tBodyGyro-mean()-Z" 0.0761739419056604
"3692" 4 "SITTING" "tBodyGyro-mean()-Z" 0.10115033478
"3693" 13 "SITTING" "tBodyGyro-mean()-Z" 0.0823432026610204
"3694" 5 "SITTING" "tBodyGyro-mean()-Z" 0.0823934451590909
"3695" 14 "SITTING" "tBodyGyro-mean()-Z" 0.0928523607037037
"3696" 12 "SITTING" "tBodyGyro-mean()-Z" 0.0728462158235294
"3697" 10 "SITTING" "tBodyGyro-mean()-Z" 0.0745958869444444
"3698" 8 "SITTING" "tBodyGyro-mean()-Z" 0.0716048809782609
"3699" 28 "SITTING" "tBodyGyro-mean()-Z" 0.087025401375
"3700" 6 "SITTING" "tBodyGyro-mean()-Z" 0.0854346006181818
"3701" 15 "SITTING" "tBodyGyro-mean()-Z" 0.0951978083898305
"3702" 24 "SITTING" "tBodyGyro-mean()-Z" 0.0800440230882353
"3703" 2 "SITTING" "tBodyGyro-mean()-Z" 0.0412277462173913
"3704" 9 "SITTING" "tBodyGyro-mean()-Z" 0.0807919285908
"3705" 29 "SITTING" "tBodyGyro-mean()-Z" 0.0580495969166667
"3706" 7 "SITTING" "tBodyGyro-mean()-Z" 0.0259476655145833
"3707" 16 "SITTING" "tBodyGyro-mean()-Z" 0.0795736310463768
"3708" 25 "SITTING" "tBodyGyro-mean()-Z" 0.0852783892769231
"3709" 3 "SITTING" "tBodyGyro-mean()-Z" 0.0940113975530769
"3710" 1 "SITTING" "tBodyGyro-mean()-Z" 0.0629313811914894
"3711" 30 "SITTING" "tBodyGyro-mean()-Z" 0.0702002598387097
"3712" 19 "SITTING" "tBodyGyro-mean()-Z" 0.0968980718168493
"3713" 17 "SITTING" "tBodyGyro-mean()-Z" 0.0860053803375
"3714" 26 "SITTING" "tBodyGyro-mean()-Z" 0.0711109471666667
"3715" 18 "SITTING" "tBodyGyro-mean()-Z" 0.0848140511754386
"3716" 27 "SITTING" "tBodyGyro-mean()-Z" 0.0833752812157143
"3717" 22 "SITTING" "tBodyGyro-mean()-Z" 0.0804426775241936
"3718" 20 "SITTING" "tBodyGyro-mean()-Z" 0.0642882138333333
"3719" 23 "SITTING" "tBodyGyro-mean()-Z" 0.0645673209117647
"3720" 21 "SITTING" "tBodyGyro-mean()-Z" 0.0831326042823529
"3721" 7 "STANDING" "tBodyGyro-mean()-Z" 0.0851045000566038
"3722" 5 "STANDING" "tBodyGyro-mean()-Z" 0.0690945763946429
"3723" 6 "STANDING" "tBodyGyro-mean()-Z" 0.0767394745964912
"3724" 4 "STANDING" "tBodyGyro-mean()-Z" 0.0755636430892857
"3725" 1 "STANDING" "tBodyGyro-mean()-Z" 0.074800751
"3726" 10 "STANDING" "tBodyGyro-mean()-Z" 0.103251560681818
"3727" 8 "STANDING" "tBodyGyro-mean()-Z" 0.063688907
"3728" 17 "STANDING" "tBodyGyro-mean()-Z" 0.0880561869358974
"3729" 26 "STANDING" "tBodyGyro-mean()-Z" 0.0776706781351351
"3730" 24 "STANDING" "tBodyGyro-mean()-Z" 0.077124614942029
"3731" 2 "STANDING" "tBodyGyro-mean()-Z" 0.0878351695481481
"3732" 11 "STANDING" "tBodyGyro-mean()-Z" 0.0810588216170213
"3733" 9 "STANDING" "tBodyGyro-mean()-Z" 0.0992409332222222
"3734" 18 "STANDING" "tBodyGyro-mean()-Z" 0.0843190675616438
"3735" 27 "STANDING" "tBodyGyro-mean()-Z" 0.07168414632375
"3736" 25 "STANDING" "tBodyGyro-mean()-Z" 0.0852685438243243
"3737" 3 "STANDING" "tBodyGyro-mean()-Z" 0.0665262054098361
"3738" 12 "STANDING" "tBodyGyro-mean()-Z" 0.074256819
"3739" 21 "STANDING" "tBodyGyro-mean()-Z" 0.0864863265393258
"3740" 19 "STANDING" "tBodyGyro-mean()-Z" 0.0710520180136986
"3741" 28 "STANDING" "tBodyGyro-mean()-Z" 0.0865173111012658
"3742" 20 "STANDING" "tBodyGyro-mean()-Z" 0.0773671448739726
"3743" 15 "STANDING" "tBodyGyro-mean()-Z" 0.0761946738773585
"3744" 13 "STANDING" "tBodyGyro-mean()-Z" 0.085471246877193
"3745" 22 "STANDING" "tBodyGyro-mean()-Z" 0.0733466563174603
"3746" 14 "STANDING" "tBodyGyro-mean()-Z" 0.07904758875
"3747" 29 "STANDING" "tBodyGyro-mean()-Z" 0.0827583768461538
"3748" 16 "STANDING" "tBodyGyro-mean()-Z" 0.0867342708846154
"3749" 23 "STANDING" "tBodyGyro-mean()-Z" 0.0816888999117647
"3750" 30 "STANDING" "tBodyGyro-mean()-Z" 0.0802514754237288
"3751" 7 "LAYING" "tBodyGyro-mean()-Z" 0.155920029769231
"3752" 6 "LAYING" "tBodyGyro-mean()-Z" 0.179102058245614
"3753" 1 "LAYING" "tBodyGyro-mean()-Z" 0.14868943626
"3754" 8 "LAYING" "tBodyGyro-mean()-Z" 0.13818830737037
"3755" 17 "LAYING" "tBodyGyro-mean()-Z" 0.111440490309859
"3756" 4 "LAYING" "tBodyGyro-mean()-Z" 0.169720404092593
"3757" 24 "LAYING" "tBodyGyro-mean()-Z" 0.111730746333333
"3758" 2 "LAYING" "tBodyGyro-mean()-Z" 0.144882846104167
"3759" 11 "LAYING" "tBodyGyro-mean()-Z" 0.152019015929825
"3760" 9 "LAYING" "tBodyGyro-mean()-Z" 0.101275010682
"3761" 18 "LAYING" "tBodyGyro-mean()-Z" 0.0937781948153846
"3762" 5 "LAYING" "tBodyGyro-mean()-Z" 0.159894366942308
"3763" 25 "LAYING" "tBodyGyro-mean()-Z" 0.139718671465753
"3764" 3 "LAYING" "tBodyGyro-mean()-Z" 0.137999561112903
"3765" 12 "LAYING" "tBodyGyro-mean()-Z" 0.14519184795
"3766" 10 "LAYING" "tBodyGyro-mean()-Z" 0.104720478344828
"3767" 19 "LAYING" "tBodyGyro-mean()-Z" 0.10860511373494
"3768" 28 "LAYING" "tBodyGyro-mean()-Z" 0.09357912315
"3769" 26 "LAYING" "tBodyGyro-mean()-Z" 0.152436344328947
"3770" 15 "LAYING" "tBodyGyro-mean()-Z" 0.113451899791667
"3771" 13 "LAYING" "tBodyGyro-mean()-Z" 0.117819614790323
"3772" 22 "LAYING" "tBodyGyro-mean()-Z" 0.145003879319444
"3773" 20 "LAYING" "tBodyGyro-mean()-Z" 0.123680209926471
"3774" 29 "LAYING" "tBodyGyro-mean()-Z" 0.127411971652174
"3775" 27 "LAYING" "tBodyGyro-mean()-Z" 0.118738360783784
"3776" 16 "LAYING" "tBodyGyro-mean()-Z" 0.0966210349428571
"3777" 14 "LAYING" "tBodyGyro-mean()-Z" 0.149124058235294
"3778" 23 "LAYING" "tBodyGyro-mean()-Z" 0.111078594708333
"3779" 21 "LAYING" "tBodyGyro-mean()-Z" 0.0980906517
"3780" 30 "LAYING" "tBodyGyro-mean()-Z" 0.0938472163142857
"3781" 1 "WALKING" "tBodyGyro-std()-X" -0.473535485894737
"3782" 10 "WALKING" "tBodyGyro-std()-X" -0.414205475283019
"3783" 8 "WALKING" "tBodyGyro-std()-X" -0.1992097184375
"3784" 17 "WALKING" "tBodyGyro-std()-X" -0.47981351295082
"3785" 15 "WALKING" "tBodyGyro-std()-X" -0.329624620185185
"3786" 4 "WALKING" "tBodyGyro-std()-X" -0.500916659
"3787" 2 "WALKING" "tBodyGyro-std()-X" -0.561550255762712
"3788" 11 "WALKING" "tBodyGyro-std()-X" -0.596346930847458
"3789" 9 "WALKING" "tBodyGyro-std()-X" -0.476163506730769
"3790" 18 "WALKING" "tBodyGyro-std()-X" -0.7044397775
"3791" 16 "WALKING" "tBodyGyro-std()-X" -0.654171847058823
"3792" 5 "WALKING" "tBodyGyro-std()-X" -0.490877497857143
"3793" 3 "WALKING" "tBodyGyro-std()-X" -0.571869560172414
"3794" 12 "WALKING" "tBodyGyro-std()-X" -0.5462634706
"3795" 21 "WALKING" "tBodyGyro-std()-X" -0.432232883846154
"3796" 19 "WALKING" "tBodyGyro-std()-X" -0.0264357957923077
"3797" 28 "WALKING" "tBodyGyro-std()-X" -0.503798624074074
"3798" 6 "WALKING" "tBodyGyro-std()-X" -0.446020952631579
"3799" 26 "WALKING" "tBodyGyro-std()-X" -0.492885711355932
"3800" 13 "WALKING" "tBodyGyro-std()-X" -0.376059914210526
"3801" 22 "WALKING" "tBodyGyro-std()-X" -0.318537865869565
"3802" 20 "WALKING" "tBodyGyro-std()-X" -0.23294061427451
"3803" 29 "WALKING" "tBodyGyro-std()-X" -0.598868670943396
"3804" 7 "WALKING" "tBodyGyro-std()-X" -0.503313517017544
"3805" 27 "WALKING" "tBodyGyro-std()-X" -0.606860248596491
"3806" 14 "WALKING" "tBodyGyro-std()-X" -0.60038822220339
"3807" 23 "WALKING" "tBodyGyro-std()-X" -0.494322648644068
"3808" 30 "WALKING" "tBodyGyro-std()-X" -0.387920593846154
"3809" 25 "WALKING" "tBodyGyro-std()-X" -0.401158753783784
"3810" 24 "WALKING" "tBodyGyro-std()-X" -0.580597373275862
"3811" 1 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.544871104528302
"3812" 8 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.367428367219512
"3813" 15 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.415251317916667
"3814" 2 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.439253058958333
"3815" 17 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.496562732729167
"3816" 9 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.343976630734694
"3817" 18 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.593841504137931
"3818" 16 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.508087166666667
"3819" 11 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.501331630185185
"3820" 3 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.456039262525424
"3821" 12 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.526659296134615
"3822" 10 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.308534708121277
"3823" 19 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.4068000325
"3824" 28 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.518818227843137
"3825" 6 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.321973723647059
"3826" 4 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.454431043269231
"3827" 13 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.541066687090909
"3828" 22 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.301491709628571
"3829" 20 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.492701193921569
"3830" 29 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.323904731622449
"3831" 7 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.363853236862745
"3832" 5 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.443342262340426
"3833" 14 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.454283337592593
"3834" 23 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.550664576666667
"3835" 21 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.53190941893617
"3836" 30 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.493837520761538
"3837" 27 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.562461004705882
"3838" 25 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.489011794784615
"3839" 26 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.550274396
"3840" 24 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.577426408813559
"3841" 10 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.304745377026316
"3842" 8 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.258430885531579
"3843" 11 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.374069023580435
"3844" 9 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.396429197952381
"3845" 4 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.370244695288889
"3846" 13 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.417014161553191
"3847" 5 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.46064684487234
"3848" 14 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.354551638377778
"3849" 12 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.362143061643478
"3850" 1 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.458030542938775
"3851" 30 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.265923160895161
"3852" 28 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.268106330991304
"3853" 6 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.19830385328125
"3854" 15 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.318692525928571
"3855" 24 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.431919067945455
"3856" 2 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.320789230008511
"3857" 22 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.237349190997222
"3858" 29 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.282077257508333
"3859" 7 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.407744096
"3860" 16 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.45418847106383
"3861" 25 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.288824754586207
"3862" 3 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.261653414014286
"3863" 23 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.416133032777778
"3864" 21 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.442148617666667
"3865" 19 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" 0.267657219333333
"3866" 17 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.370436868891304
"3867" 26 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.33131291446
"3868" 18 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.502473033509091
"3869" 27 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.363722908386364
"3870" 20 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.204939567711111
"3871" 11 "SITTING" "tBodyGyro-std()-X" -0.988164911509434
"3872" 4 "SITTING" "tBodyGyro-std()-X" -0.9701317904
"3873" 13 "SITTING" "tBodyGyro-std()-X" -0.985844263265306
"3874" 5 "SITTING" "tBodyGyro-std()-X" -0.966225485
"3875" 14 "SITTING" "tBodyGyro-std()-X" -0.980829981481481
"3876" 12 "SITTING" "tBodyGyro-std()-X" -0.974425351960784
"3877" 10 "SITTING" "tBodyGyro-std()-X" -0.988873097222222
"3878" 8 "SITTING" "tBodyGyro-std()-X" -0.984524052826087
"3879" 28 "SITTING" "tBodyGyro-std()-X" -0.979671983472222
"3880" 6 "SITTING" "tBodyGyro-std()-X" -0.957367681818182
"3881" 15 "SITTING" "tBodyGyro-std()-X" -0.988204115254237
"3882" 24 "SITTING" "tBodyGyro-std()-X" -0.988111648676471
"3883" 2 "SITTING" "tBodyGyro-std()-X" -0.985742027826087
"3884" 9 "SITTING" "tBodyGyro-std()-X" -0.9590200492
"3885" 29 "SITTING" "tBodyGyro-std()-X" -0.990178704833333
"3886" 7 "SITTING" "tBodyGyro-std()-X" -0.941870953333333
"3887" 16 "SITTING" "tBodyGyro-std()-X" -0.981037373333333
"3888" 25 "SITTING" "tBodyGyro-std()-X" -0.989907584153846
"3889" 3 "SITTING" "tBodyGyro-std()-X" -0.965434768461538
"3890" 1 "SITTING" "tBodyGyro-std()-X" -0.977211283191489
"3891" 30 "SITTING" "tBodyGyro-std()-X" -0.988132669516129
"3892" 19 "SITTING" "tBodyGyro-std()-X" -0.984625306849315
"3893" 17 "SITTING" "tBodyGyro-std()-X" -0.98963832578125
"3894" 26 "SITTING" "tBodyGyro-std()-X" -0.991027700512821
"3895" 18 "SITTING" "tBodyGyro-std()-X" -0.991956958947368
"3896" 27 "SITTING" "tBodyGyro-std()-X" -0.988492425142857
"3897" 22 "SITTING" "tBodyGyro-std()-X" -0.981099172419355
"3898" 20 "SITTING" "tBodyGyro-std()-X" -0.976309017121212
"3899" 23 "SITTING" "tBodyGyro-std()-X" -0.980363734264706
"3900" 21 "SITTING" "tBodyGyro-std()-X" -0.988410501294118
"3901" 7 "STANDING" "tBodyGyro-std()-X" -0.945247687358491
"3902" 5 "STANDING" "tBodyGyro-std()-X" -0.910395222321429
"3903" 6 "STANDING" "tBodyGyro-std()-X" -0.947561298596491
"3904" 4 "STANDING" "tBodyGyro-std()-X" -0.909687974464286
"3905" 1 "STANDING" "tBodyGyro-std()-X" -0.987191946603774
"3906" 10 "STANDING" "tBodyGyro-std()-X" -0.929895057954545
"3907" 8 "STANDING" "tBodyGyro-std()-X" -0.972990379814815
"3908" 17 "STANDING" "tBodyGyro-std()-X" -0.981373082948718
"3909" 26 "STANDING" "tBodyGyro-std()-X" -0.973785111216216
"3910" 24 "STANDING" "tBodyGyro-std()-X" -0.960738660289855
"3911" 2 "STANDING" "tBodyGyro-std()-X" -0.972998629814815
"3912" 11 "STANDING" "tBodyGyro-std()-X" -0.980242494680851
"3913" 9 "STANDING" "tBodyGyro-std()-X" -0.921990612
"3914" 18 "STANDING" "tBodyGyro-std()-X" -0.962254249589041
"3915" 27 "STANDING" "tBodyGyro-std()-X" -0.9699020075
"3916" 25 "STANDING" "tBodyGyro-std()-X" -0.971357421216216
"3917" 3 "STANDING" "tBodyGyro-std()-X" -0.900462227540984
"3918" 12 "STANDING" "tBodyGyro-std()-X" -0.883655251803279
"3919" 21 "STANDING" "tBodyGyro-std()-X" -0.962514526067416
"3920" 19 "STANDING" "tBodyGyro-std()-X" -0.946109711917808
"3921" 28 "STANDING" "tBodyGyro-std()-X" -0.884032232405063
"3922" 20 "STANDING" "tBodyGyro-std()-X" -0.886749172739726
"3923" 15 "STANDING" "tBodyGyro-std()-X" -0.947790802075472
"3924" 13 "STANDING" "tBodyGyro-std()-X" -0.955577395789474
"3925" 22 "STANDING" "tBodyGyro-std()-X" -0.917837043333333
"3926" 14 "STANDING" "tBodyGyro-std()-X" -0.9610917615
"3927" 29 "STANDING" "tBodyGyro-std()-X" -0.977994819846154
"3928" 16 "STANDING" "tBodyGyro-std()-X" -0.973400107564103
"3929" 23 "STANDING" "tBodyGyro-std()-X" -0.942011240294118
"3930" 30 "STANDING" "tBodyGyro-std()-X" -0.911408517966102
"3931" 7 "LAYING" "tBodyGyro-std()-X" -0.9601268225
"3932" 6 "LAYING" "tBodyGyro-std()-X" -0.955378225087719
"3933" 1 "LAYING" "tBodyGyro-std()-X" -0.87354386782
"3934" 8 "LAYING" "tBodyGyro-std()-X" -0.965204017592593
"3935" 17 "LAYING" "tBodyGyro-std()-X" -0.975893061830986
"3936" 4 "LAYING" "tBodyGyro-std()-X" -0.973102422222222
"3937" 24 "LAYING" "tBodyGyro-std()-X" -0.982651720138889
"3938" 2 "LAYING" "tBodyGyro-std()-X" -0.988275232916667
"3939" 11 "LAYING" "tBodyGyro-std()-X" -0.980836884561403
"3940" 9 "LAYING" "tBodyGyro-std()-X" -0.9422465098
"3941" 18 "LAYING" "tBodyGyro-std()-X" -0.992872598
"3942" 5 "LAYING" "tBodyGyro-std()-X" -0.979498706538461
"3943" 25 "LAYING" "tBodyGyro-std()-X" -0.889769639726027
"3944" 3 "LAYING" "tBodyGyro-std()-X" -0.974545752096774
"3945" 12 "LAYING" "tBodyGyro-std()-X" -0.966090742
"3946" 10 "LAYING" "tBodyGyro-std()-X" -0.961713199827586
"3947" 19 "LAYING" "tBodyGyro-std()-X" -0.981357611445783
"3948" 28 "LAYING" "tBodyGyro-std()-X" -0.95516227975
"3949" 26 "LAYING" "tBodyGyro-std()-X" -0.990328197763158
"3950" 15 "LAYING" "tBodyGyro-std()-X" -0.957167680694444
"3951" 13 "LAYING" "tBodyGyro-std()-X" -0.972143470322581
"3952" 22 "LAYING" "tBodyGyro-std()-X" -0.956641905833333
"3953" 20 "LAYING" "tBodyGyro-std()-X" -0.984477414264706
"3954" 29 "LAYING" "tBodyGyro-std()-X" -0.994276591304348
"3955" 27 "LAYING" "tBodyGyro-std()-X" -0.988837212162162
"3956" 16 "LAYING" "tBodyGyro-std()-X" -0.977010769857143
"3957" 14 "LAYING" "tBodyGyro-std()-X" -0.957221015098039
"3958" 23 "LAYING" "tBodyGyro-std()-X" -0.981849400972222
"3959" 21 "LAYING" "tBodyGyro-std()-X" -0.975411857555556
"3960" 30 "LAYING" "tBodyGyro-std()-X" -0.973662822428571
"3961" 1 "WALKING" "tBodyGyro-std()-Y" -0.0546077686594737
"3962" 10 "WALKING" "tBodyGyro-std()-Y" -0.250853318679245
"3963" 8 "WALKING" "tBodyGyro-std()-Y" -0.2119972775
"3964" 17 "WALKING" "tBodyGyro-std()-Y" -0.454932903934426
"3965" 15 "WALKING" "tBodyGyro-std()-Y" -0.420865007777778
"3966" 4 "WALKING" "tBodyGyro-std()-Y" -0.665394092833333
"3967" 2 "WALKING" "tBodyGyro-std()-Y" -0.53845366779661
"3968" 11 "WALKING" "tBodyGyro-std()-Y" -0.499625287288136
"3969" 9 "WALKING" "tBodyGyro-std()-Y" -0.467054167884615
"3970" 18 "WALKING" "tBodyGyro-std()-Y" -0.496431539642857
"3971" 16 "WALKING" "tBodyGyro-std()-Y" -0.612593634117647
"3972" 5 "WALKING" "tBodyGyro-std()-Y" -0.504622029821429
"3973" 3 "WALKING" "tBodyGyro-std()-Y" -0.563793260172414
"3974" 12 "WALKING" "tBodyGyro-std()-Y" -0.4494013978
"3975" 21 "WALKING" "tBodyGyro-std()-Y" -0.397892316730769
"3976" 19 "WALKING" "tBodyGyro-std()-Y" -0.114406108840577
"3977" 28 "WALKING" "tBodyGyro-std()-Y" -0.497684006666667
"3978" 6 "WALKING" "tBodyGyro-std()-Y" -0.331702267894737
"3979" 26 "WALKING" "tBodyGyro-std()-Y" -0.57573544779661
"3980" 13 "WALKING" "tBodyGyro-std()-Y" -0.290023550315789
"3981" 22 "WALKING" "tBodyGyro-std()-Y" -0.486322106521739
"3982" 20 "WALKING" "tBodyGyro-std()-Y" 0.0858321519372549
"3983" 29 "WALKING" "tBodyGyro-std()-Y" -0.181802636566038
"3984" 7 "WALKING" "tBodyGyro-std()-Y" -0.23109830545614
"3985" 27 "WALKING" "tBodyGyro-std()-Y" -0.529865057894737
"3986" 14 "WALKING" "tBodyGyro-std()-Y" -0.0148392604279661
"3987" 23 "WALKING" "tBodyGyro-std()-Y" 0.25945722920339
"3988" 30 "WALKING" "tBodyGyro-std()-Y" 0.00600277892
"3989" 25 "WALKING" "tBodyGyro-std()-Y" -0.604032097432432
"3990" 24 "WALKING" "tBodyGyro-std()-Y" -0.487166280172414
"3991" 1 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" 0.00410518379811321
"3992" 8 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.0666980861414634
"3993" 15 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.3302332351
"3994" 2 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.466298336666667
"3995" 17 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.493044125208333
"3996" 9 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.400859067959184
"3997" 18 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.507297003103448
"3998" 16 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.58638289372549
"3999" 11 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.28204453962963
"4000" 3 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.582742845932203
"4001" 12 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.522949798269231
"4002" 10 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" 0.0411724668680851
"4003" 19 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.17263322355
"4004" 28 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.479319521372549
"4005" 6 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.315799901607843
"4006" 4 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.551185569230769
"4007" 13 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.403572169636364
"4008" 22 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.489417908809524
"4009" 20 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.104722161186078
"4010" 29 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" 0.0461103045102041
"4011" 7 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.572996820784314
"4012" 5 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.440345826382979
"4013" 14 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" 0.476518714444444
"4014" 23 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.293681861176471
"4015" 21 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.463136841489362
"4016" 30 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.0840481513184615
"4017" 27 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.587966800588235
"4018" 25 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.433673383846154
"4019" 26 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.603097110545455
"4020" 24 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.568534124576271
"4021" 10 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" -0.311407525263158
"4022" 8 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" 0.0243131207736842
"4023" 11 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" -0.495911719565217
"4024" 9 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" -0.340765233142857
"4025" 4 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" -0.699453537111111
